Name,Status,Completed,Collin Rating,Valerie Rating,Genre,Source,Previously Seen By,Chosen By,imdb,Release Date,imdb_id,extra_info,tmdb_id,summary,adult,genre_ids,popularity,vote_average,vote_count
The Boy and the Heron,Watched,"July 28, 2024",8.5,9.0,Adventure,Bluray,Neither,John,https://www.imdb.com/title/tt6587046/,"January 10, 2023",tt6587046,"{'tmdb_id': 508883, 'summary': 'While the Second World War rages, the teenage Mahito, haunted by his mother\'s tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy\'s mother. As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one.""', 'adult': False, 'genre_ids': [16, 12, 14, 10751, 18], 'popularity': 165.623, 'vote_average': 7.487, 'vote_count': 1723}",508883,"While the Second World War rages, the teenage Mahito, haunted by his mother's tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy's mother. As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one.""",False,"[16, 12, 14, 10751, 18]",165.623,7.487,1723
Poor Things,Watched,"July 16, 2024",3.5,4.0,Bizarro,Hulu,Neither,Collin,https://www.imdb.com/title/tt14230458/,"February 9, 2023",tt14230458,"{'tmdb_id': 792307, 'summary': 'Brought back to life by an unorthodox scientist, a young woman runs off with a lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.', 'adult': False, 'genre_ids': [878, 10749, 35], 'popularity': 102.511, 'vote_average': 7.7, 'vote_count': 4040}",792307,"Brought back to life by an unorthodox scientist, a young woman runs off with a lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.",False,"[878, 10749, 35]",102.511,7.7,4040
Osmosis Jones,Watched,"July 15, 2024",7.0,6.0,"Comedy, Family",Youtube,"Collin, Valerie",Valerie,https://www.imdb.com/title/tt0181739/,"July 8, 2001",tt0181739,"{'tmdb_id': 12610, 'summary': 'A white blood cell policeman, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.', 'adult': False, 'genre_ids': [12, 16, 28, 35, 10751], 'popularity': 14.197, 'vote_average': 6.497, 'vote_count': 1002}",12610,"A white blood cell policeman, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.",False,"[12, 16, 28, 35, 10751]",14.197,6.497,1002
Burn After Reading,Watched,"July 12, 2024",7.5,6.5,"Comedy, Drama",Netflix,Collin,Collin,https://imdb.com/title/tt0887883/,"September 12, 2008",tt0887883,"{'tmdb_id': 4944, 'summary': 'When a disc containing memoirs of a former CIA analyst falls into the hands of gym employees, Linda and Chad, they see a chance to make enough money for Linda to have life-changing cosmetic surgery. Predictably, events whirl out of control for the duo, and those in their orbit.', 'adult': False, 'genre_ids': [35, 18], 'popularity': 17.135, 'vote_average': 6.652, 'vote_count': 4652}",4944,"When a disc containing memoirs of a former CIA analyst falls into the hands of gym employees, Linda and Chad, they see a chance to make enough money for Linda to have life-changing cosmetic surgery. Predictably, events whirl out of control for the duo, and those in their orbit.",False,"[35, 18]",17.135,6.652,4652
Paris is Burning,Watched,"July 12, 2024",7.0,9.5,Documentary,Max,Valerie,Valerie,https://www.imdb.com/title/tt0100332/,"September 6, 1990",tt0100332,"{'tmdb_id': 31225, 'summary': 'Where does voguing come from, and what, exactly, is throwing shade? This landmark documentary provides a vibrant snapshot of the 1980s through the eyes of New York City\'s African American and Latinx Harlem drag-ball scene. Made over seven years, PARIS IS BURNING offers an intimate portrait of rival fashion ""houses,"" from fierce contests for trophies to house mothers offering sustenance in a world rampant with homophobia, transphobia, racism, AIDS, and poverty. Featuring legendary voguers, drag queens, and trans women — including Willi Ninja, Pepper LaBeija, Dorian Corey, and Venus Xtravaganza.', 'adult': False, 'genre_ids': [99], 'popularity': 9.594, 'vote_average': 7.991, 'vote_count': 453}",31225,"Where does voguing come from, and what, exactly, is throwing shade? This landmark documentary provides a vibrant snapshot of the 1980s through the eyes of New York City's African American and Latinx Harlem drag-ball scene. Made over seven years, PARIS IS BURNING offers an intimate portrait of rival fashion ""houses,"" from fierce contests for trophies to house mothers offering sustenance in a world rampant with homophobia, transphobia, racism, AIDS, and poverty. Featuring legendary voguers, drag queens, and trans women — including Willi Ninja, Pepper LaBeija, Dorian Corey, and Venus Xtravaganza.",False,[99],9.594,7.991,453
Spiderman: No Way Home,Watched,"July 10, 2024",8.0,6.5,"Action, Comedy",Torrent,Valerie,Collin,https://www.imdb.com/title/tt10872600/,"December 13, 2021",tt10872600,"{'tmdb_id': 634649, 'summary': 'Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.', 'adult': False, 'genre_ids': [28, 12, 878], 'popularity': 216.982, 'vote_average': 7.959, 'vote_count': 19978}",634649,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",False,"[28, 12, 878]",216.982,7.959,19978
Spring Awakening: Those You've Known,Watched,"July 9, 2024",8.0,8.5,"Documentary, Musical",Max,Neither,Valerie,https://www.imdb.com/title/tt19393916/,"March 5, 2022",tt19393916,"{'tmdb_id': 959130, 'summary': 'Fifteen years after the smash, Tony-winning Broadway run of ""Spring Awakening,"" the original cast and creative team reunite for a spectacular, one-night only reunion concert to benefit The Actors Fund. Chronicling their whirlwind journey back to the stage, this documentary follows the players as they reconnect and rediscover the beauty and timelessness of the hit musical.', 'adult': False, 'genre_ids': [99, 10402], 'popularity': 3.617, 'vote_average': 7.526, 'vote_count': 19}",959130,"Fifteen years after the smash, Tony-winning Broadway run of ""Spring Awakening,"" the original cast and creative team reunite for a spectacular, one-night only reunion concert to benefit The Actors Fund. Chronicling their whirlwind journey back to the stage, this documentary follows the players as they reconnect and rediscover the beauty and timelessness of the hit musical.",False,"[99, 10402]",3.617,7.526,19
Space Jam: A New Legacy,Watched,"July 7, 2024",7.5,7.5,"Comedy, Family",Torrent,Collin,Collin,https://www.imdb.com/title/tt3554046/,"December 7, 2021",tt3554046,"{'tmdb_id': 379686, 'summary': ""When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life."", 'adult': False, 'genre_ids': [10751, 16, 35, 878], 'popularity': 55.0, 'vote_average': 6.727, 'vote_count': 3989}",379686,"When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.",False,"[10751, 16, 35, 878]",55.0,6.727,3989
Space Jam,Watched,"July 7, 2024",7.0,7.0,"Comedy, Family",Max,Valerie,Valerie,https://www.imdb.com/title/tt0117705/,"November 10, 1996",tt0117705,"{'tmdb_id': 2300, 'summary': 'With their freedom on the line, the Looney Tunes seek the help of NBA superstar Michael Jordon to win a basketball game against a team of moronic aliens.', 'adult': False, 'genre_ids': [10751, 16, 35, 878, 12, 14], 'popularity': 26.378, 'vote_average': 6.822, 'vote_count': 5955}",2300,"With their freedom on the line, the Looney Tunes seek the help of NBA superstar Michael Jordon to win a basketball game against a team of moronic aliens.",False,"[10751, 16, 35, 878, 12, 14]",26.378,6.822,5955
Inside Out 2,Watched,"July 4, 2024",8.0,8.5,"Comedy, Drama, Family",Torrent,Neither,Anna,https://www.imdb.com/title/tt22022452/,"June 14, 2024",tt22022452,"{'tmdb_id': 1022789, 'summary': ""Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone."", 'adult': False, 'genre_ids': [16, 10751, 12, 35, 18], 'popularity': 1433.487, 'vote_average': 7.619, 'vote_count': 4405}",1022789,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",False,"[16, 10751, 12, 35, 18]",1433.487,7.619,4405
Unfrosted,Watched,"July 2, 2024",7.5,6.5,Comedy,Netflix,Neither,Collin,https://www.imdb.com/title/tt14914430/,"May 3, 2024",tt14914430,"{'tmdb_id': 844185, 'summary': 'In a time when breakfast is ruled by milk and cereal, a fierce corporate battle begins over a revolutionary new pastry.', 'adult': False, 'genre_ids': [35, 36], 'popularity': 22.479, 'vote_average': 5.278, 'vote_count': 248}",844185,"In a time when breakfast is ruled by milk and cereal, a fierce corporate battle begins over a revolutionary new pastry.",False,"[35, 36]",22.479,5.278,248
Bruce Almighty,Watched,"June 26, 2024",7.5,8.0,Comedy,Torrent,"Collin, Valerie",Collin,https://www.imdb.com/title/tt0315327/,"May 23, 2003",tt0315327,"{'tmdb_id': 310, 'summary': 'Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, NY, but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God - and the Almighty responds, endowing Bruce with all of His divine powers.', 'adult': False, 'genre_ids': [14, 35], 'popularity': 47.725, 'vote_average': 6.715, 'vote_count': 10598}",310,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, NY, but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God - and the Almighty responds, endowing Bruce with all of His divine powers.",False,"[14, 35]",47.725,6.715,10598
Shaggy D.A.,Watched,"June 21, 2024",6.0,6.0,Comedy,Disney +,Neither,Valerie,https://www.imdb.com/title/tt0075200/,"December 17, 1976",tt0075200,"{'tmdb_id': 15943, 'summary': 'Wilby Daniels, a successful lawyer running for District Attorney, suddenly finds himself being transformed into an English sheepdog. Somehow he has to keep his change a secret and find just what is causing it, all the while eluding the local dog catcher.', 'adult': False, 'genre_ids': [35, 10751, 14], 'popularity': 6.282, 'vote_average': 5.8, 'vote_count': 74}",15943,"Wilby Daniels, a successful lawyer running for District Attorney, suddenly finds himself being transformed into an English sheepdog. Somehow he has to keep his change a secret and find just what is causing it, all the while eluding the local dog catcher.",False,"[35, 10751, 14]",6.282,5.8,74
Mr Deeds,Watched,"June 19, 2024",6.5,6.0,"Comedy, Romance",Torrent,Collin,Collin,https://imdb.com/title/tt0280590/,"May 28, 2002",tt0280590,"{'tmdb_id': 2022, 'summary': 'When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposé on Deeds.', 'adult': False, 'genre_ids': [35, 10749], 'popularity': 25.535, 'vote_average': 5.871, 'vote_count': 2243}",2022,"When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposé on Deeds.",False,"[35, 10749]",25.535,5.871,2243
The Holiday,Watched,"June 14, 2024",7.0,6.0,Romance,Torrent,Collin,Collin,https://www.imdb.com/title/tt0457939/,"November 29, 2006",tt0457939,"{'tmdb_id': 1581, 'summary': 'Two women, one from the United States and one from the United Kingdom, swap homes at Christmas time after bad breakups with their boyfriends. Each woman finds romance with a local man but realizes that the imminent return home may end the relationship.', 'adult': False, 'genre_ids': [35, 10749], 'popularity': 22.898, 'vote_average': 7.094, 'vote_count': 4967}",1581,"Two women, one from the United States and one from the United Kingdom, swap homes at Christmas time after bad breakups with their boyfriends. Each woman finds romance with a local man but realizes that the imminent return home may end the relationship.",False,"[35, 10749]",22.898,7.094,4967
The Dark Crystal,Watched,"May 26, 2024",5.0,5.0,"Action, Family",Peacock,Valerie,Valerie,https://www.imdb.com/title/tt0083791/,"December 17, 1982",tt0083791,"{'tmdb_id': 11639, 'summary': 'On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of Skeksis find and use the crystal for evil.', 'adult': False, 'genre_ids': [12, 10751, 14], 'popularity': 19.297, 'vote_average': 7.1, 'vote_count': 1099}",11639,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of Skeksis find and use the crystal for evil.",False,"[12, 10751, 14]",19.297,7.1,1099
Deadpool 2,Watched,"May 15, 2024",7.0,6.0,"Action, Comedy",Disney +,Collin,Collin,https://www.imdb.com/title/tt5463162/,"October 5, 2018",tt5463162,"{'tmdb_id': 383498, 'summary': ""Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life."", 'adult': False, 'genre_ids': [28, 35, 12], 'popularity': 104.852, 'vote_average': 7.493, 'vote_count': 17812}",383498,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,False,"[28, 35, 12]",104.852,7.493,17812
The Mummy 2,Watched,"May 10, 2024",7.0,7.0,Action,Peacock,Valerie,Valerie,https://www.imdb.com/title/tt0209163/,"April 29, 2001",tt0209163,"{'tmdb_id': 1734, 'summary': 'Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.', 'adult': False, 'genre_ids': [12, 28, 14], 'popularity': 60.534, 'vote_average': 6.373, 'vote_count': 6966}",1734,"Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.",False,"[12, 28, 14]",60.534,6.373,6966
Tenacious D: The Pick of Destiny,Watched,"May 1, 2024",5.5,7.5,"Comedy, Musical",Torrent,Neither,Collin,https://www.imdb.com/title/tt0365830/,"November 22, 2006",tt0365830,"{'tmdb_id': 2179, 'summary': ""In Venice Beach, naive Midwesterner JB bonds with local slacker KG and they form the rock band Tenacious D. Setting out to become the world's greatest band is no easy feat, so they set out to steal what could be the answer to their prayers... a magical guitar pick housed in a rock-and-roll museum some 300 miles away."", 'adult': False, 'genre_ids': [35, 10402, 14, 12], 'popularity': 18.866, 'vote_average': 6.8, 'vote_count': 1576}",2179,"In Venice Beach, naive Midwesterner JB bonds with local slacker KG and they form the rock band Tenacious D. Setting out to become the world's greatest band is no easy feat, so they set out to steal what could be the answer to their prayers... a magical guitar pick housed in a rock-and-roll museum some 300 miles away.",False,"[35, 10402, 14, 12]",18.866,6.8,1576
Moana,Watched,"April 24, 2024",6.5,7.0,"Family, Musical",Disney +,Valerie,Valerie,https://www.imdb.com/title/tt3521164/,"November 14, 2016",tt3521164,"{'tmdb_id': 277834, 'summary': ""In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right."", 'adult': False, 'genre_ids': [12, 35, 10751, 16], 'popularity': 37.726, 'vote_average': 7.6, 'vote_count': 12286}",277834,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",False,"[12, 35, 10751, 16]",37.726,7.6,12286
Joe Dirt,Watched,"April 19, 2024",8.0,6.5,"Comedy, Family",Torrent,Collin,Collin,https://www.imdb.com/title/tt0245686/,"November 4, 2001",tt0245686,"{'tmdb_id': 10956, 'summary': 'Joe Dirt is a janitor with a mullet hairdo, acid-washed jeans and a dream to find the parents that he lost at the Grand Canyon when he was a belligerent, trailer park-raised eight-year-old. Now, blasting Van Halen in his jacked-up economy car, the irrepressibly optimistic Joe hits the road alone in search of his folks.', 'adult': False, 'genre_ids': [9648, 12, 35, 10749, 18], 'popularity': 15.945, 'vote_average': 5.592, 'vote_count': 706}",10956,"Joe Dirt is a janitor with a mullet hairdo, acid-washed jeans and a dream to find the parents that he lost at the Grand Canyon when he was a belligerent, trailer park-raised eight-year-old. Now, blasting Van Halen in his jacked-up economy car, the irrepressibly optimistic Joe hits the road alone in search of his folks.",False,"[9648, 12, 35, 10749, 18]",15.945,5.592,706
Masterminds,Watched,"April 17, 2024",7.0,7.0,Comedy,Hulu,Valerie,Valerie,https://www.imdb.com/title/tt2461150/,"September 28, 2016",tt2461150,"{'tmdb_id': 213681, 'summary': 'A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.', 'adult': False, 'genre_ids': [28, 35, 80], 'popularity': 12.626, 'vote_average': 5.7, 'vote_count': 1710}",213681,A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.,False,"[28, 35, 80]",12.626,5.7,1710
Zach and Miri Make A Porno,Watched,"April 16, 2024",6.5,4.0,"Comedy, Romance",,Neither,Collin,https://www.imdb.com/title/tt1007028/,"October 20, 2008",tt1007028,"{'tmdb_id': 10358, 'summary': 'Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.', 'adult': False, 'genre_ids': [35, 10749], 'popularity': 46.517, 'vote_average': 6.3, 'vote_count': 2382}",10358,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",False,"[35, 10749]",46.517,6.3,2382
The Mask,Watched,"April 11, 2024",7.0,9.5,Comedy,,"Collin, Valerie",Valerie,https://www.imdb.com/title/tt0110475/,"July 29, 1994",tt0110475,"{'tmdb_id': 854, 'summary': ""When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist."", 'adult': False, 'genre_ids': [10749, 35, 80, 14], 'popularity': 59.651, 'vote_average': 6.96, 'vote_count': 10167}",854,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",False,"[10749, 35, 80, 14]",59.651,6.96,10167
Billy Madison,Watched,"April 10, 2024",9.0,7.5,Comedy,,Collin,Collin,https://www.imdb.com/title/tt0112508/,"October 2, 1995",tt0112508,"{'tmdb_id': 11017, 'summary': ""Billy Madison is the 27 year-old son of Bryan Madison, a very rich man who has made his living in the hotel industry. Billy stands to inherit his father's empire, but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business."", 'adult': False, 'genre_ids': [35], 'popularity': 12.945, 'vote_average': 6.2, 'vote_count': 1617}",11017,"Billy Madison is the 27 year-old son of Bryan Madison, a very rich man who has made his living in the hotel industry. Billy stands to inherit his father's empire, but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business.",False,[35],12.945,6.2,1617
Willy Wonka and the Chocolate Factory,Watched,"March 15, 2024",8.5,8.5,"Family, Musical",,"Collin, Valerie","Collin, Valerie",https://www.imdb.com/title/tt0067992/,"June 30, 1971",tt0067992,"{'tmdb_id': 252, 'summary': 'When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.', 'adult': False, 'genre_ids': [10751, 14, 35], 'popularity': 45.807, 'vote_average': 7.493, 'vote_count': 3547}",252,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",False,"[10751, 14, 35]",45.807,7.493,3547
The Out-Laws,Watched,"March 14, 2024",4.0,4.0,Comedy,Netflix,Neither,Valerie,https://www.imdb.com/title/tt11274492/,"July 7, 2023",tt11274492,"{'tmdb_id': 921636, 'summary': 'A straight-laced bank manager is about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.', 'adult': False, 'genre_ids': [10749, 28, 35], 'popularity': 25.251, 'vote_average': 6.0, 'vote_count': 684}",921636,"A straight-laced bank manager is about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.",False,"[10749, 28, 35]",25.251,6.0,684
Amadeus [Extended Cut],Watched,"March 1, 2024",6.0,8.5,"Drama, Musical",Torrent,Valerie,Valerie,https://www.imdb.com/title/tt0086879/,"September 19, 1984",tt0086879,"{'tmdb_id': 279, 'summary': 'Disciplined Italian composer Antonio Salieri becomes consumed by jealousy and resentment towards the hedonistic and remarkably talented young Viennese composer Wolfgang Amadeus Mozart.', 'adult': False, 'genre_ids': [36, 10402, 18], 'popularity': 26.588, 'vote_average': 8.032, 'vote_count': 4193}",279,Disciplined Italian composer Antonio Salieri becomes consumed by jealousy and resentment towards the hedonistic and remarkably talented young Viennese composer Wolfgang Amadeus Mozart.,False,"[36, 10402, 18]",26.588,8.032,4193
The Suicide Squad,Watched,"February 20, 2024",6.5,5.0,"Action, Comedy",Max,Collin,Collin,https://www.imdb.com/title/tt6334354/,"July 30, 2021",tt6334354,"{'tmdb_id': 436969, 'summary': 'Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.', 'adult': False, 'genre_ids': [28, 35, 12], 'popularity': 94.046, 'vote_average': 7.5, 'vote_count': 8532}",436969,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",False,"[28, 35, 12]",94.046,7.5,8532
The Lorax,Watched,"February 9, 2024",4.0,6.0,"Drama, Family",,Valerie,Valerie,https://www.imdb.com/title/tt1482459/?ref_=nv_sr_srsg_0_tt_4_nm_4_in_0_q_lorax,"February 19, 2012",tt1482459,"{'tmdb_id': 73723, 'summary': 'A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.', 'adult': False, 'genre_ids': [16, 10751], 'popularity': 82.959, 'vote_average': 6.501, 'vote_count': 3507}",73723,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",False,"[16, 10751]",82.959,6.501,3507
Castaway on the Moon,Watched,"February 6, 2024",8.5,8.5,Drama,Torrent,Collin,Collin,https://www.imdb.com/title/tt1499666/,"February 5, 2010",tt1499666,"{'tmdb_id': 18438, 'summary': 'Mr. Kim is jobless, lost in debt and has been dumped by his girlfriend. He decides to end it all by jumping into the Han River - only to find himself washed up on a small, mid-river island. He soon abandons thoughts of suicide or rescue and begins a new life as a castaway. His antics catch the attention of a young woman whose apartment overlooks the river. Her discovery changes both their lives.', 'adult': False, 'genre_ids': [18, 35, 10749], 'popularity': 11.699, 'vote_average': 8.0, 'vote_count': 656}",18438,"Mr. Kim is jobless, lost in debt and has been dumped by his girlfriend. He decides to end it all by jumping into the Han River - only to find himself washed up on a small, mid-river island. He soon abandons thoughts of suicide or rescue and begins a new life as a castaway. His antics catch the attention of a young woman whose apartment overlooks the river. Her discovery changes both their lives.",False,"[18, 35, 10749]",11.699,8.0,656
Sweeney Todd,Watched,"February 4, 2024",5.0,8.0,"Musical, Thriller",Torrent,Valerie,Valerie,https://www.imdb.com/title/tt0408236/,"December 3, 2007",tt0408236,"{'tmdb_id': 13885, 'summary': 'The infamous story of Benjamin Barker, a.k.a Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.', 'adult': False, 'genre_ids': [18, 27], 'popularity': 37.398, 'vote_average': 7.184, 'vote_count': 5806}",13885,"The infamous story of Benjamin Barker, a.k.a Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",False,"[18, 27]",37.398,7.184,5806
Date Night,Watched,"January 31, 2024",4.0,6.0,Comedy,Max,Valerie,Valerie,https://www.imdb.com/title/tt1279935/,"April 6, 2010",tt1279935,"{'tmdb_id': 35056, 'summary': 'Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves—and now a number of unsavoury characters want Phil and Claire killed.', 'adult': False, 'genre_ids': [35, 28, 12], 'popularity': 14.384, 'vote_average': 6.094, 'vote_count': 2811}",35056,"Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves—and now a number of unsavoury characters want Phil and Claire killed.",False,"[35, 28, 12]",14.384,6.094,2811
Madea Goes to Jail,Watched,"January 28, 2024",7.0,6.0,"Comedy, Drama",Torrent,Valerie,Valerie,https://www.imdb.com/title/tt1142800/,"February 16, 2009",tt1142800,"{'tmdb_id': 15670, 'summary': ""After a high-speed car chase, Madea winds up behind bars because her quick temper gets the best of her. Meanwhile, Assistant District Attorney Josh Hardaway lands a case that's too personal to handle: that of a young prostitute and former drug addict named Candace. When Candace winds up in jail, Madea takes the young woman under her protective wing."", 'adult': False, 'genre_ids': [35, 80, 18], 'popularity': 15.572, 'vote_average': 6.6, 'vote_count': 184}",15670,"After a high-speed car chase, Madea winds up behind bars because her quick temper gets the best of her. Meanwhile, Assistant District Attorney Josh Hardaway lands a case that's too personal to handle: that of a young prostitute and former drug addict named Candace. When Candace winds up in jail, Madea takes the young woman under her protective wing.",False,"[35, 80, 18]",15.572,6.6,184
World’s Greatest Dad,Watched,"January 20, 2024",6.0,6.0,Drama,Hulu,Collin,Collin,https://www.imdb.com/title/tt1262981/,"January 18, 2009",tt1262981,"{'tmdb_id': 20178, 'summary': 'In the wake of a freak accident, Lance suffers the worst tragedy and the greatest opportunity of his life. He is suddenly faced with the possibility of fame, fortune and popularity, if he can only live with the knowledge of how he got there.', 'adult': False, 'genre_ids': [35, 10749, 18], 'popularity': 10.512, 'vote_average': 6.597, 'vote_count': 585}",20178,"In the wake of a freak accident, Lance suffers the worst tragedy and the greatest opportunity of his life. He is suddenly faced with the possibility of fame, fortune and popularity, if he can only live with the knowledge of how he got there.",False,"[35, 10749, 18]",10.512,6.597,585
Django Unchained,Watched,"January 20, 2024",7.5,9.0,Drama,Torrent,Valerie,Collin,https://www.imdb.com/title/tt1853728/,"December 11, 2012",tt1853728,"{'tmdb_id': 68718, 'summary': 'With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.', 'adult': False, 'genre_ids': [18, 37], 'popularity': 55.861, 'vote_average': 8.181, 'vote_count': 26077}",68718,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",False,"[18, 37]",55.861,8.181,26077
